"Tax Incomes"
"1"	5601
"2"	4977
"3"	5959
"4"	6267
"5"	5221
"6"	3094
"7"	308
"8"	458
"9"	390
"10"	74
"11"	589
"12"	290
"13"	3543
"14"	1078
"15"	325
"16"	6755
"17"	8582
"18"	6982
"19"	5282
"20"	7772
"21"	9906
"22"	8044
"23"	9585
"24"	11918
"25"	12099
"26"	14338
"27"	13654
"28"	15827
"29"	14671
"30"	16937
"31"	14727
"32"	17811
"33"	10654
"34"	17133
"35"	19833
"36"	17796
"37"	19952
"38"	20136
"39"	20917
"40"	24804
"41"	21773
"42"	23386
"43"	19491
"44"	28050
"45"	25708
"46"	42324
"47"	35735
"48"	52862
"49"	60054
"50"	75394
"51"	60954
"52"	75996
"53"	86721
"54"	78193
"55"	86163
"56"	73459
"57"	122198
"58"	117107
"59"	133464
"60"	128033
"61"	59765
"62"	89455
"63"	107878
"64"	121869
"65"	192409
"66"	394519
"67"	276349
"68"	401084
"69"	266444
"70"	198345
"71"	207891
"72"	203979
"73"	386472
"74"	504335
"75"	564529
"76"	610885
"77"	744396
"78"	644049
"79"	6853
"80"	0
"81"	6809
"82"	8230
"83"	7694
"84"	9677
"85"	9943
"86"	8545
"87"	9439
"88"	10057
"89"	8463
"90"	11429
"91"	10899
"92"	10787
"93"	10831
"94"	12238
"95"	11513
"96"	9227
"97"	11632
"98"	12178
"99"	12084
"100"	12646
"101"	12659
"102"	12598
"103"	12211
"104"	12548
"105"	12909
"106"	13741
"107"	14274
"108"	13085
"109"	11242
"110"	14044
"111"	8432
"112"	13195
"113"	12883
"114"	13056
"115"	13200
"116"	13480
"117"	14253
"118"	13649
"119"	14559
"120"	13785
"121"	13795
"122"	13849
"123"	13836
"124"	11477
"125"	13594
"126"	14924
"127"	14081
"128"	14492
"129"	14098
"130"	14838
"131"	15170
"132"	15411
"133"	13979
"134"	15897
"135"	15570
"136"	15257
"137"	16811
"138"	13104
"139"	15838
"140"	13108
"141"	15688
"142"	15125
"143"	10158
"144"	14439
"145"	13986
"146"	15387
"147"	15159
"148"	13718
"149"	16471
"150"	15158
"151"	17180
"152"	16210
"153"	15573
"154"	16884
"155"	17361
"156"	15462
"157"	16488
"158"	14899
"159"	15138
"160"	16583
"161"	16772
"162"	9665
"163"	17682
"164"	15125
"165"	16374
"166"	13567
"167"	17180
"168"	16542
"169"	16840
"170"	16287
"171"	17411
"172"	17960
"173"	16588
"174"	16226
"175"	9972
"176"	17290
"177"	16072
"178"	16554
"179"	17223
"180"	16703
"181"	16910
"182"	17200
"183"	17170
"184"	15571
"185"	16754
"186"	17410
"187"	15637
"188"	17633
"189"	16862
"190"	16930
"191"	15002
"192"	18986
"193"	18756
"194"	17805
"195"	17663
"196"	18325
"197"	17206
"198"	18745
"199"	16608
"200"	17867
"201"	15389
"202"	13734
"203"	19139
"204"	17171
"205"	16401
"206"	16868
"207"	15682
"208"	16457
"209"	17729
"210"	18968
"211"	18080
"212"	19300
"213"	19092
"214"	16823
"215"	18894
"216"	17974
"217"	18777
"218"	18871
"219"	19303
"220"	17060
"221"	19921
"222"	19528
"223"	19385
"224"	18972
"225"	18707
"226"	20604
"227"	19850
"228"	19578
"229"	18077
"230"	20239
"231"	18327
"232"	19169
"233"	19619
"234"	19949
"235"	20035
"236"	14765
"237"	20316
"238"	18954
"239"	20572
"240"	19242
"241"	13192
"242"	18417
"243"	19445
"244"	20799
"245"	15884
"246"	19853
"247"	20512
"248"	19790
"249"	18842
"250"	19700
"251"	17340
"252"	16110
"253"	21547
"254"	20552
"255"	20939
"256"	18852
"257"	20017
"258"	19029
"259"	18707
"260"	18138
"261"	19666
"262"	19340
"263"	19830
"264"	17176
"265"	20110
"266"	19105
"267"	21625
"268"	21052
"269"	19770
"270"	18283
"271"	20834
"272"	18147
"273"	16198
"274"	18846
"275"	17344
"276"	20423
"277"	13458
"278"	21561
"279"	22357
"280"	19244
"281"	21111
"282"	22239
"283"	20434
"284"	21153
"285"	20124
"286"	21397
"287"	19538
"288"	18896
"289"	21627
"290"	21982
"291"	21371
"292"	21610
"293"	20389
"294"	20281
"295"	21895
"296"	14445
"297"	21883
"298"	20279
"299"	23027
"300"	21795
"301"	21098
"302"	22811
"303"	18405
"304"	23594
"305"	22248
"306"	22469
"307"	22490
"308"	22377
"309"	22341
"310"	22881
"311"	19575
"312"	21741
"313"	20277
"314"	19465
"315"	20173
"316"	23259
"317"	21561
"318"	20978
"319"	21141
"320"	22248
"321"	20402
"322"	22384
"323"	22750
"324"	21848
"325"	21953
"326"	20770
"327"	23356
"328"	20387
"329"	22843
"330"	23746
"331"	22147
"332"	22026
"333"	22404
"334"	24068
"335"	21027
"336"	22264
"337"	24065
"338"	21054
"339"	20951
"340"	22199
"341"	23920
"342"	22681
"343"	21295
"344"	20930
"345"	22250
"346"	23391
"347"	22063
"348"	21996
"349"	22887
"350"	21149
"351"	18744
"352"	24045
"353"	24864
"354"	25564
"355"	21882
"356"	23070
"357"	26036
"358"	26871
"359"	23517
"360"	24018
"361"	22445
"362"	24342
"363"	26005
"364"	23998
"365"	24825
"366"	24508
"367"	22970
"368"	23427
"369"	22916
"370"	29162
"371"	26986
"372"	27350
"373"	24738
"374"	21586
"375"	24296
"376"	28710
"377"	24199
"378"	25578
"379"	25429
"380"	24393
"381"	24757
"382"	28637
"383"	25002
"384"	24075
"385"	24191
"386"	24259
"387"	25308
"388"	24495
"389"	25633
"390"	24176
"391"	22400
"392"	23044
"393"	22476
"394"	23093
"395"	23015
"396"	21701
"397"	21522
"398"	26002
"399"	27544
"400"	28445
"401"	26154
"402"	26186
"403"	21433
"404"	16663
"405"	24931
"406"	24761
"407"	22283
"408"	20693
"409"	25501
"410"	23928
"411"	21652
"412"	23835
"413"	23507
"414"	23968
"415"	28311
"416"	25372
"417"	24432
"418"	24817
"419"	27875
"420"	20414
"421"	24407
"422"	20242
"423"	23428
"424"	22605
"425"	28035
"426"	23878
"427"	17400
"428"	23932
"429"	24450
"430"	24452
"431"	23663
"432"	22416
"433"	26421
"434"	25304
"435"	22568
"436"	23946
"437"	27419
"438"	27419
"439"	22172
"440"	27802
"441"	25750
"442"	26526
"443"	25659
"444"	26606
"445"	36568
"446"	28391
"447"	30696
"448"	26676
"449"	31414
"450"	32951
"451"	34305
"452"	30539
"453"	26113
"454"	26141
"455"	27582
"456"	31212
"457"	38711
"458"	29932
"459"	28472
"460"	30271
"461"	33361
"462"	29696
"463"	35322
"464"	30133
"465"	29961
"466"	36720
"467"	29761
"468"	33643
"469"	31851
"470"	31769
"471"	27351
"472"	34186
"473"	29705
"474"	28616
"475"	26864
"476"	34195
"477"	28683
"478"	33344
"479"	25653
"480"	29033
"481"	28349
"482"	25194
"483"	27379
"484"	29198
"485"	29749
"486"	32734
"487"	27590
"488"	33238
"489"	28620
"490"	30808
"491"	32754
"492"	33983
"493"	34441
"494"	32414
"495"	36599
"496"	33070
"497"	35688
"498"	27546
"499"	33494
"500"	31271
"501"	0
"502"	32088
"503"	29735
"504"	32845
"505"	29845
"506"	33646
"507"	29477
"508"	31149
"509"	36256
"510"	33738
"511"	27499
"512"	28439
"513"	31537
"514"	32595
"515"	31886
"516"	25505
"517"	27954
"518"	31363
"519"	10299
"520"	32533
"521"	27484
"522"	31252
"523"	33785
"524"	29349
"525"	30683
"526"	32512
"527"	29306
"528"	25589
"529"	34659
"530"	30617
"531"	29185
"532"	29232
"533"	28988
"534"	33130
"535"	35483
"536"	31729
"537"	24038
"538"	31117
"539"	34172
"540"	37484
"541"	34991
"542"	29681
"543"	35554
"544"	33769
"545"	24709
"546"	7920
"547"	29381
"548"	37264
"549"	31559
"550"	30889
"551"	37496
"552"	33708
"553"	31557
"554"	32848
"555"	22534
"556"	27558
"557"	38485
"558"	31486
"559"	34034
"560"	28065
"561"	28324
"562"	31323
"563"	32975
"564"	27378
"565"	24065
"566"	30004
"567"	24859
"568"	32046
"569"	33512
"570"	34118
"571"	26828
"572"	35162
"573"	26742
"574"	29548
"575"	33887
"576"	34086
"577"	24757
"578"	28710
"579"	35533
"580"	34704
"581"	32629
"582"	41314
"583"	35285
"584"	45908
"585"	29674
"586"	38795
"587"	48139
"588"	35748
"589"	36313
"590"	43561
"591"	39086
"592"	39858
"593"	32136
"594"	42345
"595"	43811
"596"	33850
"597"	39897
"598"	42541
"599"	32245
"600"	41917
"601"	40011
"602"	43220
"603"	41117
"604"	41618
"605"	35550
"606"	46675
"607"	43982
"608"	39655
"609"	41708
"610"	35846
"611"	34511
"612"	31174
"613"	34007
"614"	35817
"615"	41935
"616"	37284
"617"	35582
"618"	38221
"619"	44195
"620"	44713
"621"	35898
"622"	45162
"623"	43078
"624"	40370
"625"	35196
"626"	38551
"627"	41532
"628"	43129
"629"	44284
"630"	41362
"631"	35324
"632"	37039
"633"	57840
"634"	61625
"635"	50739
"636"	50677
"637"	54001
"638"	49478
"639"	50800
"640"	54670
"641"	61772
"642"	66521
"643"	51040
"644"	56844
"645"	53439
"646"	48970
"647"	51806
"648"	63492
"649"	50886
"650"	46053
"651"	46123
"652"	47550
"653"	48047
"654"	55860
"655"	15726
"656"	51373
"657"	69859
"658"	55844
"659"	55120
"660"	49802
"661"	45319
"662"	49017
"663"	44290
"664"	52134
"665"	59458
"666"	60150
"667"	50086
"668"	56950
"669"	48564
"670"	63703
"671"	57173
"672"	48654
"673"	50787
"674"	43621
"675"	48092
