y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
2.73769691027646,2.4884350841593275,1.8878942225528048,0.037352878847362936,1.639700573423862,1.419008834267595,0.10190060027443693,1.4832663758785198,0.8045548713947592,0.9301699241129713,0.8349261411990692,2.48263334158855,2.355614928655822,0.6424788253344929,3.8516022129289706,0.5730047392748386,2.2602367364224487,0.6553124670341665,2.3234670902386263,0.740311597566819,1.188648358885192
-2.060298762434627,1.750910956028458,0.8111383755577584,0.571626206717762,2.3436963115600484,0.7025709633940939,3.7132694859630075,0.366964052270782,0.23417201144599764,1.3797651289837454,1.5983473812283653,1.1932460090198618,1.1655063565874118,0.766173281447489,0.23452758444460908,0.9766929777117433,1.6504763247594614,0.852885326730899,2.1788875091033932,0.4384723806904406,0.865780910267989
-1.001193638335157,3.141434334855077,0.895803790163844,1.1609726704907777,2.0473028415817858,2.501465439180201,1.9320582769489167,0.6972821839122296,0.400128389885823,2.9152879737545483,1.4808964292228703,0.2108736509345972,1.0703024028233226,0.7510224433893844,2.676696530336309,0.16717612807382343,1.4564592030150254,0.6726816862003225,0.9720427662429941,2.2928912805646147,0.21101282320615988
-1.3478788127253782,3.119903232475214,1.5652718203764837,1.8615732641803395,1.8063188455030548,0.29554897358311494,1.5687277755290077,0.9609629865270044,0.49331416100019065,4.649757310953691,1.0086278538859645,0.4421460156565514,1.5482798069273234,0.05593320761246623,0.503650920282912,0.0807412321779295,0.2578036983370313,0.3052687044066833,0.43067419436397847,1.7591047670588522,0.6118284096653119
6.085894167717425,1.0903704211305665,1.1483855849665188,0.6779938033575263,2.974993458186473,0.6150805804865959,3.3572229206732502,1.2878528644625156,0.5018811189082519,0.28647698735888294,0.43222742089059585,1.477053087859943,2.4977041992886084,0.6186491198046579,2.43060444728238,0.226835200909572,2.739549899811033,0.49737136455197384,0.8572209513210596,3.967443551563543,1.5323746625662404
-1.118191731586502,1.1058570205723868,1.7528517609757448,0.24016624613933213,2.033113323359336,0.7041917213273916,0.45934504892132333,1.2432528509063168,0.3334882091816217,4.091486738513252,0.10779664256339894,1.769107816032876,0.9049348541178138,0.34632008803231207,2.8900637040342394,0.27121345216248605,0.8525013316059491,0.329898177060197,1.0310884300762662,3.1341455401563105,2.909742372632384
-1.5393197687726892,3.207488710140077,0.7207706165622141,1.0325454170515043,1.9859046937408478,1.7909213175295935,3.545133655593979,1.5223860183432518,0.10542027912921503,0.8231148722377307,0.2600270276424075,1.2471407008024293,1.624097457838677,0.18184413967111934,1.6939303039562899,0.6374033358177422,3.6550452422448934,0.21808473311415644,1.4205913166472124,1.376067417557854,1.6143429276038943
-2.0349565041090942,3.8325574147348207,0.8545881410687559,1.398414126622668,2.336414458719292,1.88540262292796,3.0750152574253513,0.5733021107791889,0.6408078376355695,2.198530528420584,0.20086814810201492,0.26834912636681296,0.9690799511206455,0.41906553646018074,0.7143267065541372,0.3212981539790527,1.3778322262274565,0.07166392810666966,1.277574764491885,0.26585178817583766,1.1484446440989027
1.9099610815960013,3.503730538968379,1.667666317277059,0.5972813541529498,2.88498390012333,2.9479531248575803,1.5895123753474092,0.9847704105707715,0.1514691238998842,1.8326038032670144,1.089240563339128,1.9521617232531225,0.37446946066547016,0.2787518257967033,2.002813165933602,0.5806987670304272,2.8276794148768687,0.6702306933499014,2.09609937543509,0.38924229314145575,0.11249838663594991
3.926446443530722,1.4312690798314667,0.22427881897761126,1.7232192305583556,2.0676730128153773,0.5289499973738121,0.39082185725930074,1.3638203770249668,0.19517665890294922,0.32889393852518434,1.0384570791042138,0.9946361424148956,0.5081516927358581,0.04921602964987626,2.5167048312870897,0.564601744513797,2.3465818069065287,0.25476688711370854,2.508844493006452,2.322915810681846,3.891698916116789
